<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
USD000000TOD,1,20131205,135300,33.0715000,33.0725000,33.0690000,33.0700000,6831000
USD000000TOD,1,20131205,135400,33.0700000,33.0725000,33.0700000,33.0710000,2880000
USD000000TOD,1,20131205,135500,33.0710000,33.0725000,33.0710000,33.0725000,928000
USD000000TOD,1,20131205,135600,33.0725000,33.0730000,33.0725000,33.0730000,2058000
USD000000TOD,1,20131205,135700,33.0740000,33.0760000,33.0740000,33.0740000,2010000
USD000000TOD,1,20131205,135800,33.0735000,33.0740000,33.0735000,33.0740000,1454000
USD000000TOD,1,20131205,135900,33.0750000,33.0760000,33.0730000,33.0755000,3165000
USD000000TOD,1,20131205,140000,33.0750000,33.0755000,33.0725000,33.0735000,4245000
USD000000TOD,1,20131205,140100,33.0735000,33.0755000,33.0735000,33.0755000,1264000
USD000000TOD,1,20131205,140200,33.0755000,33.0755000,33.0755000,33.0755000,980000
USD000000TOD,1,20131205,140300,33.0770000,33.0770000,33.0770000,33.0770000,331000
USD000000TOD,1,20131205,140400,33.0770000,33.0780000,33.0770000,33.0780000,1078000
USD000000TOD,1,20131205,140500,33.0775000,33.0780000,33.0775000,33.0780000,892000
USD000000TOD,1,20131205,140600,33.0785000,33.0785000,33.0785000,33.0785000,12000
USD000000TOD,1,20131205,140700,33.0785000,33.0785000,33.0775000,33.0780000,921000
USD000000TOD,1,20131205,140800,33.0780000,33.0780000,33.0755000,33.0755000,1353000
USD000000TOD,1,20131205,140900,33.0780000,33.0780000,33.0780000,33.0780000,157000
USD000000TOD,1,20131205,141000,33.0775000,33.0780000,33.0755000,33.0780000,875000
USD000000TOD,1,20131205,141100,33.0780000,33.0780000,33.0735000,33.0760000,1432000
USD000000TOD,1,20131205,141200,33.0750000,33.0760000,33.0750000,33.0755000,189000
USD000000TOD,1,20131205,141300,33.0750000,33.0760000,33.0750000,33.0760000,363000
USD000000TOD,1,20131205,141400,33.0760000,33.0775000,33.0760000,33.0775000,388000
USD000000TOD,1,20131205,141500,33.0770000,33.0780000,33.0755000,33.0755000,3473000
USD000000TOD,1,20131205,141600,33.0775000,33.0785000,33.0750000,33.0750000,3059000
USD000000TOD,1,20131205,141700,33.0750000,33.0765000,33.0730000,33.0735000,2624000
USD000000TOD,1,20131205,141800,33.0700000,33.0700000,33.0675000,33.0675000,3040000
USD000000TOD,1,20131205,141900,33.0650000,33.0650000,33.0570000,33.0650000,14120000
USD000000TOD,1,20131205,142000,33.0595000,33.0595000,33.0550000,33.0595000,7231000
USD000000TOD,1,20131205,142100,33.0600000,33.0600000,33.0570000,33.0600000,96000
USD000000TOD,1,20131205,142200,33.0600000,33.0610000,33.0570000,33.0610000,1143000
USD000000TOD,1,20131205,142300,33.0610000,33.0610000,33.0575000,33.0575000,1615000
USD000000TOD,1,20131205,142400,33.0565000,33.0610000,33.0565000,33.0610000,2240000
USD000000TOD,1,20131205,142500,33.0600000,33.0655000,33.0600000,33.0610000,2718000
USD000000TOD,1,20131205,142600,33.0630000,33.0650000,33.0630000,33.0650000,2221000
USD000000TOD,1,20131205,142700,33.0630000,33.0635000,33.0610000,33.0610000,970000
USD000000TOD,1,20131205,142800,33.0630000,33.0635000,33.0600000,33.0620000,4683000
USD000000TOD,1,20131205,142900,33.0635000,33.0635000,33.0500000,33.0525000,11247000
USD000000TOD,1,20131205,143000,33.0535000,33.0555000,33.0505000,33.0505000,1628000
USD000000TOD,1,20131205,143100,33.0535000,33.0545000,33.0500000,33.0540000,1649000
USD000000TOD,1,20131205,143200,33.0555000,33.0560000,33.0550000,33.0550000,637000
USD000000TOD,1,20131205,143300,33.0560000,33.0570000,33.0545000,33.0550000,1634000
USD000000TOD,1,20131205,143400,33.0575000,33.0575000,33.0545000,33.0550000,1199000
USD000000TOD,1,20131205,143500,33.0535000,33.0560000,33.0535000,33.0560000,1138000
USD000000TOD,1,20131205,143600,33.0560000,33.0570000,33.0470000,33.0495000,5616000
USD000000TOD,1,20131205,143700,33.0460000,33.0460000,33.0450000,33.0450000,1040000
USD000000TOD,1,20131205,143800,33.0485000,33.0490000,33.0450000,33.0450000,1157000
USD000000TOD,1,20131205,143900,33.0425000,33.0430000,33.0405000,33.0430000,446000
USD000000TOD,1,20131205,144000,33.0405000,33.0405000,33.0130000,33.0130000,15336000
USD000000TOD,1,20131205,144100,33.0165000,33.0305000,33.0115000,33.0300000,5023000
USD000000TOD,1,20131205,144200,33.0265000,33.0295000,33.0205000,33.0235000,6208000
USD000000TOD,1,20131205,144300,33.0320000,33.0475000,33.0320000,33.0435000,17284000
USD000000TOD,1,20131205,144400,33.0435000,33.0475000,33.0395000,33.0440000,2013000
USD000000TOD,1,20131205,144500,33.0400000,33.0400000,33.0270000,33.0270000,1573000
USD000000TOD,1,20131205,144600,33.0340000,33.0400000,33.0340000,33.0395000,3037000
USD000000TOD,1,20131205,144700,33.0400000,33.0400000,33.0340000,33.0340000,5052000
USD000000TOD,1,20131205,144800,33.0325000,33.0325000,33.0270000,33.0320000,1935000
USD000000TOD,1,20131205,144900,33.0400000,33.0400000,33.0375000,33.0375000,975000
USD000000TOD,1,20131205,145000,33.0370000,33.0425000,33.0370000,33.0425000,6117000
USD000000TOD,1,20131205,145100,33.0410000,33.0410000,33.0410000,33.0410000,423000
USD000000TOD,1,20131205,145200,33.0400000,33.0410000,33.0400000,33.0410000,2277000
USD000000TOD,1,20131205,145300,33.0400000,33.0425000,33.0385000,33.0400000,707000
USD000000TOD,1,20131205,145400,33.0390000,33.0390000,33.0390000,33.0390000,500000
USD000000TOD,1,20131205,145500,33.0405000,33.0425000,33.0395000,33.0395000,552000
USD000000TOD,1,20131205,145600,33.0400000,33.0400000,33.0395000,33.0395000,441000
USD000000TOD,1,20131205,145700,33.0400000,33.0400000,33.0395000,33.0400000,2959000
USD000000TOD,1,20131205,145800,33.0420000,33.0440000,33.0400000,33.0440000,4720000
USD000000TOD,1,20131205,145900,33.0465000,33.0465000,33.0425000,33.0450000,636000
USD000000TOD,1,20131205,150000,33.0450000,33.0470000,33.0450000,33.0470000,3667000
USD000000TOD,1,20131205,150100,33.0470000,33.0470000,33.0465000,33.0465000,590000
USD000000TOD,1,20131205,150300,33.0485000,33.0485000,33.0475000,33.0475000,600000
USD000000TOD,1,20131205,150400,33.0490000,33.0490000,33.0490000,33.0490000,568000
USD000000TOD,1,20131205,150500,33.0490000,33.0495000,33.0385000,33.0410000,4884000
USD000000TOD,1,20131205,150600,33.0395000,33.0450000,33.0395000,33.0450000,1335000
USD000000TOD,1,20131205,150700,33.0470000,33.0500000,33.0460000,33.0500000,2397000
USD000000TOD,1,20131205,150800,33.0520000,33.0580000,33.0520000,33.0575000,4925000
USD000000TOD,1,20131205,150900,33.0570000,33.0570000,33.0545000,33.0560000,1297000
USD000000TOD,1,20131205,151000,33.0535000,33.0570000,33.0520000,33.0520000,3998000
USD000000TOD,1,20131205,151100,33.0510000,33.0595000,33.0495000,33.0555000,7329000
USD000000TOD,1,20131205,151200,33.0590000,33.0590000,33.0570000,33.0570000,601000
USD000000TOD,1,20131205,151300,33.0585000,33.0595000,33.0585000,33.0595000,3441000
USD000000TOD,1,20131205,151500,33.0550000,33.0580000,33.0505000,33.0515000,3635000
USD000000TOD,1,20131205,151600,33.0510000,33.0520000,33.0505000,33.0520000,2083000
USD000000TOD,1,20131205,151800,33.0540000,33.0545000,33.0540000,33.0545000,716000
USD000000TOD,1,20131205,151900,33.0550000,33.0550000,33.0550000,33.0550000,2500000
USD000000TOD,1,20131205,152000,33.0530000,33.0540000,33.0500000,33.0530000,4955000
USD000000TOD,1,20131205,152100,33.0530000,33.0530000,33.0490000,33.0500000,3240000
USD000000TOD,1,20131205,152200,33.0495000,33.0495000,33.0490000,33.0490000,139000
USD000000TOD,1,20131205,152300,33.0490000,33.0490000,33.0490000,33.0490000,2400000
USD000000TOD,1,20131205,152400,33.0500000,33.0500000,33.0500000,33.0500000,489000
USD000000TOD,1,20131205,152500,33.0495000,33.0495000,33.0495000,33.0495000,801000
USD000000TOD,1,20131205,152600,33.0490000,33.0490000,33.0400000,33.0405000,1955000
USD000000TOD,1,20131205,152700,33.0400000,33.0420000,33.0380000,33.0380000,203000
USD000000TOD,1,20131205,152800,33.0420000,33.0480000,33.0415000,33.0480000,4603000
USD000000TOD,1,20131205,152900,33.0480000,33.0490000,33.0460000,33.0490000,4603000
USD000000TOD,1,20131205,153000,33.0490000,33.0495000,33.0490000,33.0495000,1500000
USD000000TOD,1,20131205,153100,33.0490000,33.0510000,33.0475000,33.0500000,6340000
USD000000TOD,1,20131205,153200,33.0515000,33.0530000,33.0500000,33.0530000,8163000
USD000000TOD,1,20131205,153300,33.0525000,33.0525000,33.0520000,33.0520000,1195000
USD000000TOD,1,20131205,153500,33.0500000,33.0500000,33.0500000,33.0500000,1046000
USD000000TOD,1,20131205,153600,33.0500000,33.0500000,33.0500000,33.0500000,164000
USD000000TOD,1,20131205,153700,33.0500000,33.0520000,33.0500000,33.0520000,1340000
USD000000TOD,1,20131205,153800,33.0510000,33.0510000,33.0510000,33.0510000,263000
USD000000TOD,1,20131205,153900,33.0500000,33.0510000,33.0500000,33.0510000,5016000
USD000000TOD,1,20131205,154000,33.0500000,33.0525000,33.0500000,33.0525000,9783000
USD000000TOD,1,20131205,154100,33.0520000,33.0520000,33.0500000,33.0520000,5045000
USD000000TOD,1,20131205,154200,33.0520000,33.0520000,33.0500000,33.0520000,1912000
USD000000TOD,1,20131205,154300,33.0505000,33.0505000,33.0500000,33.0500000,1007000
USD000000TOD,1,20131205,154400,33.0500000,33.0500000,33.0500000,33.0500000,2193000
USD000000TOD,1,20131205,154500,33.0505000,33.0525000,33.0500000,33.0525000,3110000
USD000000TOD,1,20131205,154600,33.0525000,33.0525000,33.0500000,33.0520000,878000
USD000000TOD,1,20131205,154700,33.0525000,33.0525000,33.0525000,33.0525000,2883000
USD000000TOD,1,20131205,154800,33.0570000,33.0570000,33.0530000,33.0530000,218000
USD000000TOD,1,20131205,155000,33.0560000,33.0560000,33.0560000,33.0560000,98000
USD000000TOD,1,20131205,155100,33.0530000,33.0540000,33.0525000,33.0525000,1925000
USD000000TOD,1,20131205,155200,33.0525000,33.0540000,33.0475000,33.0475000,3594000
USD000000TOD,1,20131205,155300,33.0485000,33.0485000,33.0455000,33.0455000,1800000
USD000000TOD,1,20131205,155400,33.0485000,33.0485000,33.0485000,33.0485000,185000
USD000000TOD,1,20131205,155500,33.0485000,33.0495000,33.0485000,33.0495000,553000
USD000000TOD,1,20131205,155600,33.0510000,33.0510000,33.0495000,33.0500000,1131000
USD000000TOD,1,20131205,155700,33.0500000,33.0505000,33.0500000,33.0505000,232000
USD000000TOD,1,20131205,155800,33.0505000,33.0525000,33.0475000,33.0510000,1785000
USD000000TOD,1,20131205,155900,33.0575000,33.0575000,33.0555000,33.0555000,1212000
USD000000TOD,1,20131205,160000,33.0550000,33.0620000,33.0550000,33.0595000,1678000
USD000000TOD,1,20131205,160100,33.0595000,33.0595000,33.0540000,33.0560000,697000
USD000000TOD,1,20131205,160200,33.0535000,33.0560000,33.0510000,33.0510000,1715000
USD000000TOD,1,20131205,160300,33.0500000,33.0510000,33.0470000,33.0510000,1485000
USD000000TOD,1,20131205,160400,33.0570000,33.0570000,33.0545000,33.0550000,930000
USD000000TOD,1,20131205,160500,33.0550000,33.0550000,33.0550000,33.0550000,612000
USD000000TOD,1,20131205,160600,33.0575000,33.0655000,33.0575000,33.0655000,3348000
USD000000TOD,1,20131205,160700,33.0655000,33.0675000,33.0650000,33.0675000,738000
USD000000TOD,1,20131205,160800,33.0650000,33.0650000,33.0610000,33.0610000,253000
USD000000TOD,1,20131205,160900,33.0650000,33.0650000,33.0575000,33.0575000,285000
USD000000TOD,1,20131205,161000,33.0550000,33.0550000,33.0520000,33.0520000,709000
USD000000TOD,1,20131205,161100,33.0565000,33.0565000,33.0565000,33.0565000,30000
USD000000TOD,1,20131205,161300,33.0575000,33.0575000,33.0575000,33.0575000,500000
USD000000TOD,1,20131205,161400,33.0520000,33.0520000,33.0440000,33.0440000,8007000
USD000000TOD,1,20131205,161500,33.0400000,33.0420000,33.0400000,33.0420000,606000
USD000000TOD,1,20131205,161600,33.0420000,33.0420000,33.0400000,33.0400000,5675000
USD000000TOD,1,20131205,161700,33.0315000,33.0340000,33.0315000,33.0325000,767000
USD000000TOD,1,20131205,161800,33.0310000,33.0315000,33.0225000,33.0225000,4490000
USD000000TOD,1,20131205,161900,33.0200000,33.0220000,33.0150000,33.0170000,7696000
USD000000TOD,1,20131205,162000,33.0150000,33.0155000,32.9865000,32.9865000,11637000
USD000000TOD,1,20131205,162100,33.0070000,33.0070000,33.0030000,33.0030000,2289000
USD000000TOD,1,20131205,162200,33.0030000,33.0070000,33.0030000,33.0070000,448000
USD000000TOD,1,20131205,162300,33.0090000,33.0170000,33.0090000,33.0110000,3434000
USD000000TOD,1,20131205,162400,33.0105000,33.0105000,33.0070000,33.0070000,280000
USD000000TOD,1,20131205,162500,33.0075000,33.0155000,33.0075000,33.0155000,545000
USD000000TOD,1,20131205,162600,33.0120000,33.0120000,33.0120000,33.0120000,2500000
USD000000TOD,1,20131205,162700,33.0105000,33.0105000,33.0090000,33.0100000,1299000
USD000000TOD,1,20131205,162800,33.0145000,33.0200000,33.0145000,33.0200000,3233000
USD000000TOD,1,20131205,162900,33.0195000,33.0195000,33.0090000,33.0090000,7279000
USD000000TOD,1,20131205,163000,33.0085000,33.0125000,33.0085000,33.0125000,10222000
USD000000TOD,1,20131205,163100,33.0170000,33.0170000,33.0170000,33.0170000,25000
USD000000TOD,1,20131205,163200,33.0160000,33.0200000,33.0160000,33.0165000,4052000
USD000000TOD,1,20131205,163300,33.0145000,33.0145000,33.0145000,33.0145000,17000
USD000000TOD,1,20131205,163400,33.0140000,33.0150000,33.0140000,33.0150000,347000
USD000000TOD,1,20131205,163600,33.0150000,33.0155000,33.0150000,33.0155000,27000
USD000000TOD,1,20131205,163700,33.0150000,33.0150000,33.0150000,33.0150000,10000
USD000000TOD,1,20131205,163800,33.0110000,33.0120000,33.0110000,33.0120000,93000
USD000000TOD,1,20131205,163900,33.0120000,33.0140000,33.0120000,33.0140000,40000
USD000000TOD,1,20131205,164000,33.0140000,33.0155000,33.0140000,33.0155000,1518000
USD000000TOD,1,20131205,164100,33.0180000,33.0230000,33.0180000,33.0230000,14862000
USD000000TOD,1,20131205,164200,33.0240000,33.0250000,33.0195000,33.0195000,1670000
USD000000TOD,1,20131205,164300,33.0230000,33.0250000,33.0215000,33.0215000,6842000
USD000000TOD,1,20131205,164400,33.0245000,33.0250000,33.0225000,33.0250000,5452000
USD000000TOD,1,20131205,164500,33.0250000,33.0250000,33.0175000,33.0175000,1760000
USD000000TOD,1,20131205,164600,33.0200000,33.0275000,33.0200000,33.0275000,6350000
USD000000TOD,1,20131205,164700,33.0295000,33.0325000,33.0265000,33.0265000,11518000
USD000000TOD,1,20131205,164800,33.0265000,33.0305000,33.0170000,33.0205000,1231000
USD000000TOD,1,20131205,164900,33.0275000,33.0275000,33.0275000,33.0275000,50000
USD000000TOD,1,20131205,165000,33.0325000,33.0335000,33.0315000,33.0320000,915000
USD000000TOD,1,20131205,165100,33.0350000,33.0350000,33.0340000,33.0350000,4413000
USD000000TOD,1,20131205,165200,33.0350000,33.0350000,33.0330000,33.0330000,23000
USD000000TOD,1,20131205,165300,33.0330000,33.0340000,33.0330000,33.0340000,380000
USD000000TOD,1,20131205,165400,33.0330000,33.0330000,33.0325000,33.0330000,883000
USD000000TOD,1,20131205,165600,33.0380000,33.0380000,33.0380000,33.0380000,100000
USD000000TOD,1,20131205,165700,33.0350000,33.0350000,33.0345000,33.0345000,108000
USD000000TOD,1,20131205,165800,33.0345000,33.0350000,33.0345000,33.0350000,193000
USD000000TOD,1,20131205,165900,33.0365000,33.0370000,33.0335000,33.0370000,464000
USD000000TOD,1,20131205,170000,33.0370000,33.0385000,33.0370000,33.0385000,1186000
USD000000TOD,1,20131205,170100,33.0310000,33.0400000,33.0310000,33.0400000,1409000
USD000000TOD,1,20131205,170200,33.0400000,33.0400000,33.0400000,33.0400000,6000
USD000000TOD,1,20131205,170300,33.0340000,33.0360000,33.0300000,33.0300000,85000
USD000000TOD,1,20131205,170400,33.0310000,33.0310000,33.0270000,33.0270000,41000
USD000000TOD,1,20131205,170500,33.0230000,33.0235000,33.0230000,33.0235000,1293000
USD000000TOD,1,20131205,170700,33.0250000,33.0250000,33.0250000,33.0250000,10000
USD000000TOD,1,20131205,170900,33.0250000,33.0255000,33.0250000,33.0255000,232000
USD000000TOD,1,20131205,171000,33.0240000,33.0250000,33.0240000,33.0250000,556000
USD000000TOD,1,20131205,171100,33.0200000,33.0250000,33.0200000,33.0200000,473000
USD000000TOD,1,20131205,171200,33.0200000,33.0250000,33.0200000,33.0250000,1852000
USD000000TOD,1,20131206,100000,33.0065000,33.0065000,32.9580000,32.9630000,17216000
USD000000TOD,1,20131206,100100,32.9595000,32.9780000,32.9595000,32.9700000,7224000
USD000000TOD,1,20131206,100200,32.9690000,32.9690000,32.9600000,32.9600000,8038000
USD000000TOD,1,20131206,100300,32.9625000,32.9635000,32.9440000,32.9470000,21852000
USD000000TOD,1,20131206,100400,32.9470000,32.9505000,32.9405000,32.9500000,40239000
USD000000TOD,1,20131206,100500,32.9510000,32.9535000,32.9480000,32.9500000,12777000
USD000000TOD,1,20131206,100600,32.9480000,32.9495000,32.9425000,32.9485000,10872000
USD000000TOD,1,20131206,100700,32.9485000,32.9490000,32.9440000,32.9475000,9533000
USD000000TOD,1,20131206,100800,32.9475000,32.9520000,32.9455000,32.9465000,16883000
USD000000TOD,1,20131206,100900,32.9510000,32.9585000,32.9510000,32.9570000,7111000
USD000000TOD,1,20131206,101000,32.9570000,32.9570000,32.9515000,32.9540000,3560000
USD000000TOD,1,20131206,101100,32.9560000,32.9565000,32.9515000,32.9545000,3082000
USD000000TOD,1,20131206,101200,32.9565000,32.9570000,32.9525000,32.9540000,12623000
USD000000TOD,1,20131206,101300,32.9540000,32.9545000,32.9475000,32.9520000,10410000
USD000000TOD,1,20131206,101400,32.9535000,32.9585000,32.9515000,32.9585000,11903000
USD000000TOD,1,20131206,101500,32.9560000,32.9585000,32.9550000,32.9570000,6223000
USD000000TOD,1,20131206,101600,32.9580000,32.9600000,32.9550000,32.9580000,17613000
USD000000TOD,1,20131206,101700,32.9585000,32.9585000,32.9505000,32.9535000,6053000
USD000000TOD,1,20131206,101800,32.9535000,32.9580000,32.9535000,32.9570000,875000
USD000000TOD,1,20131206,101900,32.9575000,32.9575000,32.9550000,32.9550000,3459000
USD000000TOD,1,20131206,102000,32.9575000,32.9575000,32.9545000,32.9550000,2718000
USD000000TOD,1,20131206,102100,32.9550000,32.9565000,32.9540000,32.9565000,2253000
USD000000TOD,1,20131206,102200,32.9560000,32.9560000,32.9515000,32.9515000,3314000
USD000000TOD,1,20131206,102300,32.9525000,32.9535000,32.9500000,32.9530000,7861000
USD000000TOD,1,20131206,102400,32.9535000,32.9545000,32.9515000,32.9515000,876000
USD000000TOD,1,20131206,102500,32.9530000,32.9540000,32.9515000,32.9540000,4987000
USD000000TOD,1,20131206,102600,32.9540000,32.9540000,32.9525000,32.9525000,5764000
USD000000TOD,1,20131206,102700,32.9510000,32.9525000,32.9500000,32.9525000,3104000
USD000000TOD,1,20131206,102800,32.9515000,32.9515000,32.9475000,32.9475000,20637000
USD000000TOD,1,20131206,102900,32.9460000,32.9460000,32.9245000,32.9300000,20963000
USD000000TOD,1,20131206,103000,32.9300000,32.9375000,32.9275000,32.9375000,8598000
USD000000TOD,1,20131206,103100,32.9385000,32.9430000,32.9335000,32.9335000,19842000
USD000000TOD,1,20131206,103200,32.9350000,32.9395000,32.9350000,32.9370000,7041000
USD000000TOD,1,20131206,103300,32.9325000,32.9325000,32.9205000,32.9225000,13563000
USD000000TOD,1,20131206,103400,32.9250000,32.9275000,32.9200000,32.9200000,6996000
USD000000TOD,1,20131206,103500,32.9220000,32.9220000,32.9000000,32.9025000,12872000
USD000000TOD,1,20131206,103600,32.9005000,32.9175000,32.9005000,32.9160000,29971000
USD000000TOD,1,20131206,103700,32.9170000,32.9200000,32.9150000,32.9200000,5002000
USD000000TOD,1,20131206,103800,32.9200000,32.9200000,32.9170000,32.9175000,5722000
USD000000TOD,1,20131206,103900,32.9175000,32.9200000,32.9170000,32.9195000,690000
USD000000TOD,1,20131206,104000,32.9195000,32.9220000,32.9175000,32.9205000,8079000
USD000000TOD,1,20131206,104100,32.9245000,32.9290000,32.9220000,32.9245000,10830000
USD000000TOD,1,20131206,104200,32.9235000,32.9235000,32.9180000,32.9180000,1749000
USD000000TOD,1,20131206,104300,32.9185000,32.9200000,32.9165000,32.9185000,6122000
USD000000TOD,1,20131206,104400,32.9165000,32.9200000,32.9155000,32.9195000,6672000
USD000000TOD,1,20131206,104500,32.9195000,32.9200000,32.9190000,32.9200000,16347000
USD000000TOD,1,20131206,104600,32.9200000,32.9200000,32.9200000,32.9200000,475000
USD000000TOD,1,20131206,104700,32.9200000,32.9225000,32.9200000,32.9205000,5957000
USD000000TOD,1,20131206,104800,32.9205000,32.9225000,32.9205000,32.9205000,1110000
USD000000TOD,1,20131206,104900,32.9225000,32.9225000,32.9170000,32.9195000,6367000
USD000000TOD,1,20131206,105000,32.9180000,32.9210000,32.9170000,32.9200000,5843000
USD000000TOD,1,20131206,105100,32.9215000,32.9220000,32.9200000,32.9200000,2753000
USD000000TOD,1,20131206,105200,32.9205000,32.9250000,32.9205000,32.9225000,1670000
USD000000TOD,1,20131206,105300,32.9225000,32.9275000,32.9225000,32.9250000,5115000
USD000000TOD,1,20131206,105400,32.9250000,32.9275000,32.9250000,32.9255000,1125000
USD000000TOD,1,20131206,105500,32.9255000,32.9275000,32.9235000,32.9270000,1592000
USD000000TOD,1,20131206,105600,32.9275000,32.9280000,32.9250000,32.9275000,5675000
USD000000TOD,1,20131206,105700,32.9275000,32.9295000,32.9260000,32.9295000,2003000
USD000000TOD,1,20131206,105800,32.9295000,32.9335000,32.9295000,32.9335000,1482000
USD000000TOD,1,20131206,105900,32.9315000,32.9345000,32.9260000,32.9260000,13053000
USD000000TOD,1,20131206,110000,32.9285000,32.9285000,32.9205000,32.9215000,9519000
USD000000TOD,1,20131206,110100,32.9240000,32.9270000,32.9235000,32.9270000,3432000
USD000000TOD,1,20131206,110200,32.9270000,32.9300000,32.9270000,32.9300000,1194000
USD000000TOD,1,20131206,110300,32.9300000,32.9300000,32.9270000,32.9295000,1711000
USD000000TOD,1,20131206,110400,32.9295000,32.9305000,32.9295000,32.9300000,240000
USD000000TOD,1,20131206,110500,32.9300000,32.9300000,32.9220000,32.9260000,13844000
USD000000TOD,1,20131206,110600,32.9320000,32.9375000,32.9320000,32.9375000,3513000
USD000000TOD,1,20131206,110700,32.9360000,32.9360000,32.9290000,32.9340000,26053000
USD000000TOD,1,20131206,110800,32.9255000,32.9315000,32.9250000,32.9315000,1941000
USD000000TOD,1,20131206,110900,32.9310000,32.9345000,32.9310000,32.9340000,1115000
USD000000TOD,1,20131206,111000,32.9330000,32.9330000,32.9275000,32.9275000,650000
USD000000TOD,1,20131206,111100,32.9260000,32.9280000,32.9245000,32.9270000,1097000
USD000000TOD,1,20131206,111200,32.9260000,32.9300000,32.9250000,32.9300000,2483000
USD000000TOD,1,20131206,111300,32.9300000,32.9330000,32.9290000,32.9315000,3241000
USD000000TOD,1,20131206,111400,32.9310000,32.9315000,32.9310000,32.9310000,5260000
USD000000TOD,1,20131206,111500,32.9305000,32.9305000,32.9270000,32.9270000,2331000
USD000000TOD,1,20131206,111600,32.9295000,32.9295000,32.9270000,32.9290000,5541000
USD000000TOD,1,20131206,111700,32.9290000,32.9290000,32.9250000,32.9285000,11551000
USD000000TOD,1,20131206,111800,32.9280000,32.9285000,32.9275000,32.9280000,2629000
USD000000TOD,1,20131206,111900,32.9275000,32.9285000,32.9260000,32.9270000,6934000
USD000000TOD,1,20131206,112000,32.9285000,32.9305000,32.9270000,32.9305000,11248000
USD000000TOD,1,20131206,112100,32.9285000,32.9320000,32.9285000,32.9315000,4450000
USD000000TOD,1,20131206,112200,32.9300000,32.9300000,32.9275000,32.9275000,3136000
USD000000TOD,1,20131206,112300,32.9310000,32.9310000,32.9300000,32.9310000,409000
USD000000TOD,1,20131206,112400,32.9300000,32.9330000,32.9300000,32.9330000,4089000
USD000000TOD,1,20131206,112500,32.9330000,32.9330000,32.9315000,32.9315000,2449000
USD000000TOD,1,20131206,112600,32.9320000,32.9335000,32.9315000,32.9325000,3285000
USD000000TOD,1,20131206,112700,32.9335000,32.9360000,32.9330000,32.9360000,6667000
USD000000TOD,1,20131206,112800,32.9360000,32.9500000,32.9360000,32.9500000,17548000
USD000000TOD,1,20131206,112900,32.9490000,32.9535000,32.9490000,32.9500000,2124000
USD000000TOD,1,20131206,113000,32.9500000,32.9520000,32.9425000,32.9430000,27527000
USD000000TOD,1,20131206,113100,32.9425000,32.9425000,32.9390000,32.9390000,71000
USD000000TOD,1,20131206,113200,32.9390000,32.9400000,32.9355000,32.9400000,8749000
USD000000TOD,1,20131206,113300,32.9420000,32.9450000,32.9420000,32.9450000,6662000
USD000000TOD,1,20131206,113400,32.9470000,32.9470000,32.9445000,32.9450000,2111000
USD000000TOD,1,20131206,113500,32.9440000,32.9450000,32.9425000,32.9425000,1944000
USD000000TOD,1,20131206,113600,32.9455000,32.9500000,32.9455000,32.9465000,8713000
USD000000TOD,1,20131206,113700,32.9460000,32.9465000,32.9450000,32.9465000,2151000
USD000000TOD,1,20131206,113800,32.9465000,32.9480000,32.9440000,32.9475000,5840000
USD000000TOD,1,20131206,113900,32.9465000,32.9495000,32.9425000,32.9490000,8939000
USD000000TOD,1,20131206,114000,32.9480000,32.9495000,32.9475000,32.9485000,727000
USD000000TOD,1,20131206,114100,32.9490000,32.9500000,32.9470000,32.9500000,12345000
USD000000TOD,1,20131206,114200,32.9500000,32.9500000,32.9490000,32.9500000,1289000
USD000000TOD,1,20131206,114300,32.9475000,32.9500000,32.9475000,32.9495000,920000
USD000000TOD,1,20131206,114400,32.9490000,32.9490000,32.9470000,32.9475000,5363000
USD000000TOD,1,20131206,114500,32.9475000,32.9475000,32.9425000,32.9450000,2943000
USD000000TOD,1,20131206,114600,32.9450000,32.9470000,32.9390000,32.9390000,15932000
USD000000TOD,1,20131206,114700,32.9400000,32.9430000,32.9400000,32.9430000,3204000
USD000000TOD,1,20131206,114800,32.9430000,32.9435000,32.9425000,32.9425000,1458000
USD000000TOD,1,20131206,114900,32.9425000,32.9425000,32.9420000,32.9420000,1870000
USD000000TOD,1,20131206,115000,32.9420000,32.9425000,32.9405000,32.9425000,2167000
USD000000TOD,1,20131206,115100,32.9425000,32.9435000,32.9410000,32.9435000,7053000
USD000000TOD,1,20131206,115200,32.9435000,32.9490000,32.9435000,32.9490000,7819000
USD000000TOD,1,20131206,115300,32.9490000,32.9500000,32.9490000,32.9500000,2055000
USD000000TOD,1,20131206,115400,32.9500000,32.9500000,32.9475000,32.9485000,1069000
USD000000TOD,1,20131206,115500,32.9485000,32.9485000,32.9415000,32.9420000,23938000
USD000000TOD,1,20131206,115600,32.9420000,32.9420000,32.9395000,32.9400000,2330000
USD000000TOD,1,20131206,115700,32.9395000,32.9400000,32.9380000,32.9400000,2640000
USD000000TOD,1,20131206,115800,32.9400000,32.9400000,32.9400000,32.9400000,3085000
USD000000TOD,1,20131206,115900,32.9420000,32.9430000,32.9405000,32.9405000,2240000
USD000000TOD,1,20131206,120000,32.9425000,32.9445000,32.9400000,32.9435000,5804000
